track_id,n_frames,mean_mu_CV,mean_mu_CA,mu_flips,cv_dominant,needs_CT
30,19,0.549,0.451,2,False,False
31,8,0.612,0.388,2,True,False
33,8,0.618,0.382,2,True,False
