track_id,n_frames,mean_mu_CV,mean_mu_CA,mu_flips,cv_dominant,needs_CT
1,152,0.575,0.425,10,False,False
2,69,0.6,0.4,4,False,False
3,97,0.583,0.417,4,False,False
4,101,0.591,0.409,10,False,False
5,186,0.619,0.381,0,True,False
6,185,0.619,0.381,2,True,False
7,169,0.59,0.41,8,False,False
8,106,0.608,0.392,2,True,False
-2,1,0.7,0.3,0,True,False
9,47,0.606,0.394,1,True,False
-3,1,0.7,0.3,0,True,False
10,21,0.606,0.394,2,True,False
-5,1,0.7,0.3,0,True,False
11,47,0.527,0.473,8,False,False
-6,1,0.7,0.3,0,True,False
12,56,0.598,0.402,6,False,False
-7,1,0.7,0.3,0,True,False
13,26,0.54,0.46,8,False,True
-8,1,0.7,0.3,0,True,False
14,135,0.614,0.386,0,True,False
-10,1,0.7,0.3,0,True,False
15,114,0.604,0.396,10,True,False
-11,1,0.7,0.3,0,True,False
16,125,0.619,0.381,0,True,False
-13,1,0.7,0.3,0,True,False
17,2,0.254,0.746,0,False,False
-14,1,0.7,0.3,0,True,False
18,75,0.533,0.467,13,False,False
-15,1,0.7,0.3,0,True,False
19,101,0.582,0.418,5,False,False
-18,1,0.7,0.3,0,True,False
20,85,0.554,0.446,12,False,False
-19,1,0.7,0.3,0,True,False
21,8,0.639,0.361,0,True,False
-20,1,0.7,0.3,0,True,False
22,23,0.534,0.466,2,False,False
-21,1,0.7,0.3,0,True,False
23,73,0.572,0.428,14,False,False
-22,1,0.7,0.3,0,True,False
24,64,0.549,0.451,11,False,False
-23,1,0.7,0.3,0,True,False
25,53,0.539,0.461,10,False,False
-25,1,0.7,0.3,0,True,False
26,8,0.556,0.444,2,False,False
-30,1,0.7,0.3,0,True,False
27,29,0.61,0.39,0,True,False
-31,1,0.7,0.3,0,True,False
28,1,0.648,0.352,0,True,False
-34,1,0.7,0.3,0,True,False
29,18,0.62,0.38,0,True,False
-36,1,0.7,0.3,0,True,False
30,6,0.645,0.355,0,True,False
