frame,track_id,mu_CV,mu_CA,dominant,nu_CV_norm,nu_CA_norm,L_CV,L_CA,ax,ay,P_trace
2,19,0.646,0.354,CV,60.9592,60.9592,-14.111015979488291,-14.115476568480107,-12.85789,5.13494,5323.2893
2,20,0.6465,0.3535,CV,4.8712,4.8712,-10.016574291070349,-10.023069518947683,-0.9595,0.0,151.1638
3,19,0.6283,0.3717,CV,63.0683,63.0279,-13.721394181270494,-13.730696688450704,-37.38671,-13.28604,7708.8363
3,20,0.6335,0.3665,CV,7.8947,7.8717,-13.347105597641313,-13.378324817665709,-6.49367,2.17515,211.0299
4,19,0.6318,0.3682,CV,30.7111,28.5008,-13.019239986810526,-13.069967104814681,-38.99029,-19.84516,9438.8194
4,20,0.5972,0.4028,CV,13.1196,12.8442,-17.991994998568202,-17.889037196635748,-14.78273,3.37897,263.452
5,19,0.6344,0.3656,CV,29.7148,28.0057,-13.455980267427988,-13.512753302614577,-40.65447,-14.62321,10029.3511
5,20,0.5493,0.4507,CV,13.7599,13.0084,-18.096690301172146,-17.851291619460298,-19.8565,3.43429,299.5942
6,19,0.6103,0.3897,CV,66.6542,64.8302,-14.210829415156047,-14.161009891159672,-53.86806,-5.88848,9974.9684
6,20,0.5157,0.4843,CV,13.71,12.6945,-20.9662229106986,-20.655544639456384,-23.57571,3.57828,316.9671
7,19,0.5931,0.4069,CV,67.244,64.6357,-15.752302233229768,-15.666645384650526,-55.74643,-0.24942,9591.7812
7,20,0.5352,0.4648,CV,9.1982,8.0274,-21.149725461842834,-20.966011526142342,-23.63921,3.71701,317.2574
8,19,0.6053,0.3947,CV,36.1241,34.0377,-13.934049781380342,-13.924628575272878,-42.08549,2.93666,8978.807
8,20,0.5499,0.4501,CV,8.8018,7.7708,-16.356817629226803,-16.20439338476301,-22.74757,3.46885,307.0312
9,19,0.6137,0.3863,CV,24.51,22.9788,-13.982856859963745,-13.9904453037153,-29.42451,3.04079,8262.0688
9,20,0.5371,0.4629,CV,10.8722,9.8568,-14.381414076527093,-14.15580255958924,-23.72069,3.63119,292.6373
10,19,0.621,0.379,CV,22.7799,22.931,-13.074052728700728,-13.10024558608821,-15.77215,2.51611,7500.4065
10,20,0.5648,0.4352,CV,6.5206,5.5027,-11.203563104265633,-11.108780099271737,-20.67599,3.18905,279.3176
11,19,0.6203,0.3797,CV,16.3585,15.6743,-12.819898220305687,-12.832652223236092,-10.88563,1.865,6796.5787
11,20,0.5928,0.4072,CV,3.7993,2.9027,-11.257017690816696,-11.236734896697724,-15.83031,2.46053,260.5792
12,19,0.6209,0.3791,CV,8.8273,8.5759,-12.32670576228031,-12.342688434644485,-6.38842,1.61996,6176.0034
12,20,0.6278,0.3722,CV,3.5819,4.2114,-14.609919625249791,-14.69602166069299,-7.04173,1.21888,239.3548
13,19,0.6212,0.3788,CV,12.0387,12.2564,-12.190189318748997,-12.20669438021031,-2.39912,0.80496,5633.0673
13,20,0.6291,0.3709,CV,1.0241,1.2681,-13.329051847980562,-13.369162420602287,-3.57884,0.64717,215.2915
14,19,0.6203,0.3797,CV,20.8895,20.9242,-12.287315422247366,-12.299455508512864,-0.02287,1.7999,5173.252
14,20,0.6266,0.3734,CV,1.3803,1.4118,-12.865017172843624,-12.892067955808642,-1.98622,0.29357,195.2743
15,19,0.6086,0.3914,CV,96.8692,96.7484,-16.594361399219668,-16.558537152113953,1.50975,6.06419,4501.8268
15,20,0.6249,0.3751,CV,2.9838,3.0616,-15.301289564375416,-15.325091103919169,-0.51857,0.02282,176.9658
16,19,0.6018,0.3982,CV,59.2805,58.8325,-15.721374395505771,-15.67423090929246,0.98673,5.15388,3888.2233
16,20,0.6222,0.3778,CV,3.8222,3.8373,-14.46127095778586,-14.476012023551519,0.23922,-0.10814,163.7375
17,19,0.6173,0.3827,CV,35.4192,35.8069,-12.38366010152789,-12.411833975052954,4.1671,1.55137,3468.5971
17,20,0.6202,0.3798,CV,3.1393,3.1215,-17.67438238198363,-17.684735308741732,0.52397,-0.17751,151.806
18,19,0.6145,0.3855,CV,49.2941,49.2818,-13.236922086762956,-13.23028779145934,6.60089,-1.61063,3098.7903
18,20,0.6183,0.3817,CV,6.2551,6.2393,-10.976452720150577,-10.981692199932205,0.56857,-0.13323,145.5302
19,20,0.6169,0.3831,CV,6.0951,6.0619,-8.734131682016294,-8.736414872759786,0.52328,-0.13713,141.7816
19,19,0.6185,0.3815,CV,21.5316,21.6474,-15.575316396656905,-15.58992114278787,2.94032,-0.73088,2783.9808
20,19,0.6015,0.3985,CV,97.0343,96.8799,-26.522655205562437,-26.459639103334656,3.30273,-4.70031,2696.9028
20,20,0.6174,0.3826,CV,2.3996,2.363,-8.006420652591501,-8.012626373102801,0.44631,-0.04799,137.3991
21,19,0.6049,0.3951,CV,39.724,39.1977,-19.904213475058945,-19.88067735377872,3.36379,-4.34836,2575.3569
