frame,track_id,mu_CV,mu_CA,dominant,nu_CV_norm,nu_CA_norm,L_CV,L_CA,ax,ay,P_trace
5,1,0.7,0.3,CV,6.423,6.423,-10.31413742280111,-10.31413742280111,0.0,0.0,16.405
6,1,0.6276,0.3724,CV,12.6677,12.6677,-20.330279280419184,-20.25498130033633,-4.40632,2.82407,22.6464
7,1,0.1576,0.8424,CA,26.0921,25.9506,-47.02729226518241,-44.86309435045157,-22.56247,7.38629,51.8626
8,1,0.1519,0.8481,CA,17.3953,16.6476,-20.33219731718756,-18.79209332988365,-39.12995,20.75781,91.3971
9,1,0.0755,0.9245,CA,19.2201,18.0155,-23.87423296632426,-21.556832107488408,-68.83903,37.02827,128.4543
10,1,0.2202,0.7798,CA,10.7199,9.451,-10.831193704801311,-9.86339008272455,-83.59825,36.72812,151.2813
11,1,0.3608,0.6392,CA,17.5596,17.5978,-23.493233238670165,-23.012961747893467,-74.21757,16.33567,180.7826
12,1,0.0794,0.9206,CA,33.2501,32.5269,-43.34445079039861,-40.789154205381415,-93.90412,1.56221,245.0132
13,1,0.4201,0.5799,CA,5.0242,4.7589,-21.598865980217525,-21.5674178196054,-86.56819,-2.50628,218.7016
14,1,0.6438,0.3562,CV,8.8349,10.6004,-42.19246128592002,-42.595632662517296,-30.50064,-8.07255,210.6165
15,1,0.6596,0.3404,CV,7.9062,8.6693,-7.625291633522547,-7.774786600781838,5.94071,-4.01873,173.233
16,1,0.506,0.494,CV,13.4554,13.2535,-15.023354690137467,-14.511563768901375,25.30253,-0.45573,147.5558
19,2,0.7,0.3,CV,1.5147,1.5147,-8.964693495558095,-8.964693495558095,0.0,0.0,221.2355
20,2,0.6482,0.3518,CV,2.9854,2.9854,-8.228154213976554,-8.242331612284495,0.06945,-0.09711,300.4602
21,2,0.6385,0.3615,CV,8.3522,8.3168,-8.816074251266187,-8.866249961049498,-0.77714,2.45668,441.4214
22,2,0.6484,0.3516,CV,7.4999,7.8206,-8.591348835284439,-8.698799543344878,0.14677,-0.90738,520.0004
24,3,0.7,0.3,CV,0.7549,0.7549,-5.828284743850609,-5.828284743850609,0.0,0.0,26.9048
25,3,0.6483,0.3517,CV,1.6233,1.6233,-5.034763070570818,-5.0493505900043605,0.71228,-0.21271,36.2241
26,3,0.6454,0.3546,CV,0.7402,0.7579,-5.024987087816987,-5.104897308870072,0.13625,0.42079,52.0618
27,3,0.6514,0.3486,CV,0.8318,0.8313,-5.102329589358547,-5.213024285541103,-0.63998,0.38463,61.1106
27,4,0.7,0.3,CV,13.886,13.886,-12.18869498930759,-12.18869498930759,0.0,0.0,76.6273
28,4,0.6378,0.3622,CV,21.0101,21.0101,-18.24927308560989,-18.218041586715902,-6.18608,0.37906,108.7211
28,3,0.6453,0.3547,CV,3.307,3.3314,-5.610710646836114,-5.685420608122427,1.69159,0.87146,63.3105
29,4,0.5606,0.4394,CV,24.8213,24.5971,-24.788874909316256,-24.529161334621573,-14.6931,0.66545,180.6055
29,3,0.5545,0.4455,CV,11.7889,11.6941,-18.771524046057703,-18.47603940628519,5.85963,0.88637,64.8331
30,4,0.4984,0.5016,CA,21.6952,20.85,-29.933974764341443,-29.537975751413843,-21.36076,2.72382,271.3401
30,3,0.6373,0.3627,CV,8.1732,8.5247,-8.19542992484751,-8.37804366903084,0.48669,0.11783,61.5442
31,4,0.4578,0.5422,CA,22.1203,20.7715,-30.634121477379267,-30.164770069268172,-28.70876,3.67471,372.4635
31,3,0.5381,0.4619,CV,15.2383,15.2097,-16.773015972234283,-16.42335993170944,4.78002,0.21425,56.6979
32,3,0.6046,0.3954,CV,1.2127,1.4553,-8.247029015096027,-8.314560904284972,2.77146,0.01395,52.6595
32,4,0.5247,0.4753,CV,11.3746,9.8521,-39.645621492545764,-39.50247457424204,-28.1555,4.59231,447.356
33,4,0.5404,0.4596,CV,16.4589,15.3766,-38.519708982499964,-38.3438036725875,-28.66557,4.5476,487.7066
34,4,0.5517,0.4483,CV,17.6759,16.8046,-28.144364588675487,-27.991611032386054,-27.1689,4.53663,503.0339
35,4,0.5819,0.4181,CV,13.8166,13.3183,-17.706014064472072,-17.659894803413337,-21.12705,3.9394,493.4696
36,4,0.5664,0.4336,CV,23.2835,22.826,-12.654407338664278,-12.500712027414199,-19.19116,4.37034,459.4975
37,4,0.5482,0.4518,CV,19.9509,19.3062,-11.412779734679578,-11.208271311552055,-19.64639,5.42251,425.6909
38,4,0.5504,0.4496,CV,23.4492,23.0598,-18.45286276719564,-18.283264880069687,-16.85954,7.72033,395.2113
39,4,0.5395,0.4605,CV,28.9453,28.6438,-25.977142797766682,-25.760440379902857,-12.57803,9.83686,361.2791
40,4,0.5163,0.4837,CV,32.6922,32.4795,-24.677224458922602,-24.383222915424394,-4.88324,11.09656,325.0516
40,5,0.7,0.3,CV,17.7616,17.7616,-10.419142811370335,-10.419142811370335,0.0,0.0,75.7089
41,4,0.5116,0.4884,CV,26.2832,26.0223,-20.23392729319479,-19.95472568955178,2.70924,10.62862,298.8046
